Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Product_Category,Product_Subcategory,Product_ID,Units_Sold, Unit_Price , Discount_Percentage , Total_Sales , COGS , Profit , Shipping_Cost ,Sales_Region,Customer_Satisfaction,Payment_Method,Repeat_Customer
O1140,21/05/2023,C589,39,Female,Electronics,T-shirts,P7314,1, AED65.98 , AED0.06 , AED62.02 , AED38.40 , AED23.63 , AED18.39 ,North America,5,Cash,No
O1141,22/05/2023,C330,51,Female,Clothing,Vegetables,P9442,3, AED135.12 , AED0.15 , AED344.56 , AED176.82 , AED167.74 , AED11.72 ,Europe,2,Credit Card,Yes
O1142,23/05/2023,C140,64,Male,Electronics,Laptops,P2788,3, AED415.71 , AED0.08 ," AED1,147.36 ", AED844.52 , AED302.84 , AED12.96 ,Europe,4,Credit Card,Yes
O1143,24/05/2023,C127,25,Female,Electronics,Smartphones,P8374,5, AED195.22 , AED0.22 , AED761.36 , AED540.31 , AED221.05 , AED11.24 ,North America,1,Cash,No
O1144,25/05/2023,C234,57,Female,Electronics,Laptops,P4700,4, AED490.78 , AED0.02 ," AED1,923.86 "," AED1,179.71 ", AED744.15 , AED17.76 ,Europe,2,Cash,No
O1145,26/05/2023,C300,66,Male,Electronics,T-shirts,P4893,4, AED238.46 , AED0.20 , AED763.07 , AED393.13 , AED369.94 , AED8.45 ,North America,4,Credit Card,Yes
O1146,27/05/2023,C939,61,Male,Electronics,Fruits,P7811,9, AED398.05 , AED0.07 ," AED3,331.68 "," AED2,991.31 ", AED340.37 , AED8.60 ,Europe,4,Credit Card,No
O1147,28/05/2023,C879,36,Female,Electronics,Fruits,P3679,7, AED207.13 , AED0.15 ," AED1,232.42 ", AED853.82 , AED378.61 , AED10.59 ,North America,4,Credit Card,No
O1148,29/05/2023,C132,59,Female,Electronics,Vegetables,P4904,4, AED218.23 , AED0.09 , AED794.36 , AED637.39 , AED156.96 , AED8.46 ,Europe,3,Credit Card,No
O1149,30/05/2023,C147,58,Male,Clothing,Fruits,P8260,3, AED197.61 , AED0.22 , AED462.41 , AED314.87 , AED147.54 , AED13.42 ,North America,3,PayPal,No
O1150,31/05/2023,C602,54,Male,Electronics,Smartphones,P1504,6, AED362.35 , AED0.28 ," AED1,565.35 ", AED809.71 , AED755.65 , AED7.02 ,Europe,4,Credit Card,No
O1151,01/06/2023,C506,23,Female,Electronics,Fruits,P7773,3, AED278.28 , AED0.28 , AED601.08 , AED374.98 , AED226.10 , AED9.80 ,Europe,5,PayPal,No
O1152,02/06/2023,C673,69,Female,Clothing,Vegetables,P4816,6, AED472.45 , AED0.18 ," AED2,324.45 "," AED1,459.86 ", AED864.59 , AED18.70 ,Europe,3,Cash,Yes
O1153,03/06/2023,C827,43,Female,Clothing,T-shirts,P1717,9, AED132.94 , AED0.14 ," AED1,028.96 ", AED859.53 , AED169.43 , AED11.14 ,North America,2,PayPal,Yes
O1154,04/06/2023,C904,51,Female,Clothing,T-shirts,P5434,6, AED59.28 , AED0.25 , AED266.76 , AED203.19 , AED63.57 , AED16.22 ,Asia,3,Cash,Yes
O1155,05/06/2023,C198,62,Male,Electronics,Fruits,P1658,4, AED202.70 , AED0.20 , AED648.64 , AED395.78 , AED252.86 , AED6.70 ,Europe,5,PayPal,Yes
O1156,06/06/2023,C783,23,Female,Groceries,Laptops,P6057,5, AED312.19 , AED0.06 ," AED1,467.29 "," AED1,301.63 ", AED165.66 , AED8.71 ,Europe,1,Cash,No
O1157,07/06/2023,C971,54,Female,Groceries,T-shirts,P5008,6, AED431.79 , AED0.25 ," AED1,943.06 "," AED1,221.44 ", AED721.62 , AED17.11 ,North America,3,Credit Card,Yes
O1158,08/06/2023,C825,50,Male,Clothing,Fruits,P5994,3, AED179.64 , AED0.13 , AED468.86 , AED421.64 , AED47.22 , AED16.44 ,Europe,4,PayPal,No
O1159,09/06/2023,C646,39,Female,Groceries,Vegetables,P5234,8, AED330.36 , AED0.06 ," AED2,484.31 "," AED2,232.06 ", AED252.24 , AED10.79 ,Europe,4,PayPal,No
O1160,10/06/2023,C838,38,Male,Clothing,Fruits,P4764,4, AED181.60 , AED0.08 , AED668.29 , AED385.26 , AED283.03 , AED19.32 ,Europe,4,Cash,Yes
O1161,11/06/2023,C712,23,Female,Electronics,T-shirts,P5637,8, AED312.44 , AED0.08 ," AED2,299.56 "," AED1,437.45 ", AED862.11 , AED18.66 ,Europe,1,Cash,Yes
O1162,12/06/2023,C561,23,Female,Groceries,Vegetables,P3104,3, AED443.56 , AED0.16 ," AED1,117.77 ", AED776.20 , AED341.57 , AED19.43 ,Asia,5,PayPal,No
O1163,13/06/2023,C742,65,Male,Electronics,Fruits,P7801,7, AED123.37 , AED0.07 , AED803.14 , AED614.92 , AED188.22 , AED11.42 ,Asia,2,Cash,Yes
O1164,14/06/2023,C868,21,Male,Groceries,Smartphones,P9575,9, AED208.08 , AED0.04 ," AED1,797.81 "," AED1,278.64 ", AED519.17 , AED7.96 ,Europe,5,Credit Card,Yes
O1165,15/06/2023,C104,47,Female,Electronics,Vegetables,P3607,4, AED496.70 , AED0.04 ," AED1,907.33 "," AED1,693.28 ", AED214.05 , AED14.40 ,Europe,1,PayPal,No
O1166,16/06/2023,C317,28,Female,Groceries,Smartphones,P9385,8, AED435.59 , AED0.17 ," AED2,892.32 "," AED2,283.76 ", AED608.56 , AED15.27 ,Europe,4,Credit Card,No
O1167,17/06/2023,C602,47,Female,Electronics,Laptops,P4719,3, AED286.67 , AED0.22 , AED670.81 , AED392.30 , AED278.51 , AED6.88 ,Asia,5,PayPal,No
O1168,18/06/2023,C866,48,Male,Electronics,Vegetables,P3581,7, AED263.15 , AED0.10 ," AED1,657.84 ", AED898.62 , AED759.23 , AED16.80 ,Asia,2,Credit Card,No
O1169,19/06/2023,C497,41,Female,Groceries,Smartphones,P3565,3, AED149.45 , AED0.01 , AED443.87 , AED344.16 , AED99.71 , AED5.27 ,North America,4,PayPal,No
O1170,20/06/2023,C970,26,Male,Electronics,T-shirts,P3763,7, AED263.43 , AED0.04 ," AED1,770.25 ", AED997.32 , AED772.92 , AED12.24 ,North America,2,Cash,No
O1171,21/06/2023,C894,20,Male,Electronics,T-shirts,P7328,6, AED425.61 , AED0.27 ," AED1,864.17 "," AED1,519.43 ", AED344.74 , AED9.97 ,Europe,3,PayPal,Yes
O1172,22/06/2023,C492,68,Female,Electronics,Laptops,P6991,2, AED345.74 , AED0.15 , AED587.76 , AED367.00 , AED220.75 , AED16.10 ,Europe,2,Credit Card,Yes
O1173,23/06/2023,C306,48,Male,Groceries,Vegetables,P4406,3, AED152.12 , AED0.14 , AED392.47 , AED247.55 , AED144.92 , AED9.69 ,Asia,4,PayPal,Yes
O1174,24/06/2023,C114,57,Female,Groceries,Vegetables,P9923,6, AED108.72 , AED0.01 , AED645.80 , AED325.69 , AED320.11 , AED17.40 ,Europe,3,Credit Card,No
O1175,25/06/2023,C957,54,Female,Electronics,Vegetables,P5780,4, AED139.95 , AED0.22 , AED436.64 , AED340.76 , AED95.89 , AED13.92 ,Europe,4,Credit Card,No
O1176,26/06/2023,C653,53,Female,Electronics,Laptops,P5177,6, AED93.18 , AED0.16 , AED469.63 , AED256.09 , AED213.54 , AED16.91 ,Asia,4,Credit Card,Yes
O1177,27/06/2023,C991,41,Female,Groceries,Vegetables,P7476,1, AED56.86 , AED0.06 , AED53.45 , AED43.25 , AED10.20 , AED19.84 ,Asia,3,Cash,Yes
O1178,28/06/2023,C560,48,Female,Groceries,T-shirts,P3604,1, AED215.38 , AED0.03 , AED208.92 , AED145.56 , AED63.36 , AED15.19 ,Asia,2,PayPal,Yes
O1179,29/06/2023,C790,23,Male,Electronics,Smartphones,P9181,3, AED65.52 , AED0.12 , AED172.97 , AED140.75 , AED32.22 , AED19.77 ,Asia,1,Credit Card,No
O1180,30/06/2023,C674,19,Male,Electronics,T-shirts,P3382,8, AED94.24 , AED0.25 , AED565.44 , AED414.79 , AED150.65 , AED5.43 ,North America,1,Cash,Yes
O1181,01/07/2023,C963,37,Female,Electronics,T-shirts,P1531,8, AED278.19 , AED0.26 ," AED1,646.88 ", AED877.75 , AED769.14 , AED10.07 ,Asia,1,Credit Card,Yes
O1182,02/07/2023,C842,45,Female,Clothing,Smartphones,P7079,4, AED90.65 , AED0.18 , AED297.33 , AED239.73 , AED57.60 , AED6.62 ,Asia,1,PayPal,Yes
O1183,03/07/2023,C340,28,Male,Groceries,T-shirts,P1634,6, AED41.30 , AED0.22 , AED193.28 , AED102.04 , AED91.25 , AED8.93 ,Europe,5,Cash,No
O1184,04/07/2023,C663,21,Male,Clothing,Laptops,P1002,8, AED165.52 , AED0.03 ," AED1,284.44 ", AED888.16 , AED396.27 , AED17.58 ,Europe,1,Credit Card,Yes
O1185,05/07/2023,C195,32,Male,Groceries,Smartphones,P9397,7, AED117.96 , AED0.18 , AED677.09 , AED385.22 , AED291.87 , AED5.48 ,Europe,3,Credit Card,Yes
O1186,06/07/2023,C833,23,Male,Groceries,T-shirts,P6951,7, AED262.50 , AED0.20 ," AED1,470.00 "," AED1,177.37 ", AED292.63 , AED12.80 ,North America,1,Credit Card,No
O1187,07/07/2023,C584,66,Female,Groceries,Fruits,P6626,4, AED60.16 , AED0.06 , AED226.20 , AED195.58 , AED30.62 , AED13.51 ,Asia,4,PayPal,No
O1188,08/07/2023,C506,47,Female,Groceries,T-shirts,P8739,9, AED378.37 , AED0.26 ," AED2,519.94 "," AED1,818.52 ", AED701.43 , AED13.42 ,Asia,1,Cash,No
O1189,09/07/2023,C330,55,Male,Groceries,Laptops,P7003,6, AED454.05 , AED0.06 ," AED2,560.84 "," AED1,820.40 ", AED740.44 , AED12.13 ,North America,2,Cash,No
O1190,10/07/2023,C848,68,Female,Groceries,Vegetables,P3890,3, AED374.28 , AED0.09 ," AED1,021.78 ", AED823.13 , AED198.65 , AED16.86 ,Asia,3,Cash,No
O1191,11/07/2023,C754,19,Male,Groceries,T-shirts,P7239,5, AED271.09 , AED0.19 ," AED1,097.91 ", AED551.19 , AED546.73 , AED7.00 ,Europe,3,Credit Card,Yes
O1192,12/07/2023,C270,32,Female,Clothing,Vegetables,P9026,5, AED431.73 , AED0.19 ," AED1,748.51 "," AED1,516.14 ", AED232.37 , AED9.66 ,North America,5,Cash,Yes
O1193,13/07/2023,C640,28,Male,Electronics,Fruits,P4306,5, AED350.51 , AED0.21 ," AED1,384.51 ", AED801.61 , AED582.91 , AED14.24 ,Asia,4,Credit Card,No
O1194,14/07/2023,C135,25,Female,Electronics,T-shirts,P1897,8, AED15.17 , AED0.03 , AED117.72 , AED105.20 , AED12.52 , AED15.36 ,North America,3,PayPal,No
O1195,15/07/2023,C624,43,Male,Clothing,Smartphones,P1670,9, AED203.10 , AED0.25 ," AED1,370.92 "," AED1,089.20 ", AED281.72 , AED11.06 ,North America,2,Cash,No
O1196,16/07/2023,C259,68,Male,Clothing,Vegetables,P8291,9, AED426.97 , AED0.16 ," AED3,227.89 "," AED2,613.63 ", AED614.27 , AED18.13 ,Asia,1,Credit Card,No
O1197,17/07/2023,C938,62,Female,Clothing,Fruits,P2505,6, AED179.47 , AED0.14 , AED926.07 , AED706.11 , AED219.96 , AED11.23 ,Europe,3,Cash,Yes
O1198,18/07/2023,C798,61,Male,Clothing,Smartphones,P7460,6, AED27.26 , AED0.29 , AED116.13 , AED79.97 , AED36.15 , AED11.04 ,Asia,2,Cash,Yes
O1199,19/07/2023,C342,22,Female,Groceries,Smartphones,P6167,9, AED375.63 , AED0.22 ," AED2,636.92 "," AED1,921.40 ", AED715.53 , AED5.54 ,Asia,1,PayPal,No
O1200,20/07/2023,C185,23,Female,Electronics,Smartphones,P6255,4, AED403.00 , AED0.04 ," AED1,547.52 ", AED802.48 , AED745.04 , AED13.27 ,Europe,5,Cash,No
O1201,21/07/2023,C895,43,Male,Groceries,Smartphones,P1249,6, AED88.69 , AED0.23 , AED409.75 , AED307.14 , AED102.61 , AED15.63 ,Asia,3,PayPal,No
O1202,22/07/2023,C677,21,Female,Electronics,T-shirts,P7457,4, AED273.30 , AED0.03 ," AED1,060.40 ", AED795.77 , AED264.64 , AED6.72 ,Asia,3,Cash,No
O1203,23/07/2023,C781,36,Female,Electronics,T-shirts,P2892,1, AED104.06 , AED0.01 , AED103.02 , AED88.23 , AED14.79 , AED9.58 ,Asia,2,Cash,Yes
O1204,24/07/2023,C656,37,Female,Clothing,T-shirts,P4439,7, AED362.42 , AED0.12 ," AED2,232.51 "," AED1,567.81 ", AED664.70 , AED16.72 ,North America,4,Cash,No
O1205,25/07/2023,C673,50,Female,Groceries,Fruits,P3854,6, AED143.06 , AED0.30 , AED600.85 , AED318.97 , AED281.89 , AED10.49 ,North America,5,Cash,No
O1206,26/07/2023,C745,37,Female,Clothing,Fruits,P4792,9, AED164.95 , AED0.05 ," AED1,410.32 ", AED877.90 , AED532.43 , AED8.62 ,North America,4,Cash,Yes
O1207,27/07/2023,C895,66,Male,Groceries,Fruits,P6330,7, AED424.04 , AED0.20 ," AED2,374.62 "," AED1,810.06 ", AED564.56 , AED15.08 ,Asia,3,Cash,No
O1208,28/07/2023,C127,29,Female,Electronics,Laptops,P8871,7, AED243.40 , AED0.05 ," AED1,618.61 ", AED964.21 , AED654.40 , AED7.95 ,Europe,4,PayPal,Yes
O1209,29/07/2023,C719,64,Female,Clothing,Fruits,P9235,2, AED338.18 , AED0.22 , AED527.56 , AED322.98 , AED204.58 , AED18.43 ,North America,1,PayPal,No
O1210,30/07/2023,C655,18,Female,Clothing,T-shirts,P4612,9, AED207.16 , AED0.15 ," AED1,584.77 "," AED1,312.49 ", AED272.28 , AED6.58 ,Europe,5,Credit Card,No
O1211,31/07/2023,C439,43,Female,Electronics,T-shirts,P3618,9, AED156.02 , AED0.20 ," AED1,123.34 ", AED824.23 , AED299.12 , AED15.60 ,Asia,4,Cash,Yes
O1212,01/08/2023,C897,31,Female,Electronics,Laptops,P5678,6, AED316.48 , AED0.06 ," AED1,784.95 "," AED1,255.55 ", AED529.40 , AED12.49 ,North America,1,PayPal,No
O1213,02/08/2023,C430,55,Male,Electronics,Laptops,P4163,3, AED85.88 , AED0.22 , AED200.96 , AED126.08 , AED74.88 , AED18.05 ,Asia,2,Cash,Yes
O1214,03/08/2023,C739,54,Female,Clothing,Fruits,P3942,1, AED192.77 , AED0.30 , AED134.94 , AED106.92 , AED28.02 , AED6.89 ,Europe,4,Cash,Yes
O1215,04/08/2023,C605,28,Male,Groceries,Vegetables,P9411,4, AED112.43 , AED0.20 , AED359.78 , AED221.29 , AED138.48 , AED15.17 ,North America,5,PayPal,Yes
O1216,05/08/2023,C447,53,Male,Clothing,Laptops,P2925,3, AED350.94 , AED0.15 , AED894.90 , AED711.29 , AED183.61 , AED13.58 ,North America,1,Cash,No
O1217,06/08/2023,C572,30,Male,Groceries,Smartphones,P3972,1, AED472.66 , AED0.28 , AED340.32 , AED179.70 , AED160.61 , AED12.20 ,North America,4,PayPal,No
O1218,07/08/2023,C330,60,Male,Clothing,T-shirts,P1990,3, AED497.80 , AED-   ," AED1,493.40 "," AED1,263.14 ", AED230.26 , AED12.37 ,North America,2,PayPal,Yes
O1219,08/08/2023,C289,20,Female,Clothing,Smartphones,P2812,4, AED230.64 , AED0.22 , AED719.60 , AED503.59 , AED216.00 , AED15.83 ,Europe,4,Credit Card,No
O1220,09/08/2023,C324,50,Male,Electronics,T-shirts,P9995,8, AED133.74 , AED0.27 , AED781.04 , AED527.52 , AED253.52 , AED19.07 ,North America,1,Credit Card,No
O1221,10/08/2023,C484,23,Male,Groceries,T-shirts,P1489,9, AED226.99 , AED0.02 ," AED2,002.05 "," AED1,490.35 ", AED511.71 , AED6.37 ,Asia,4,Credit Card,No
O1222,11/08/2023,C476,67,Female,Clothing,Laptops,P6876,3, AED425.16 , AED0.14 ," AED1,096.91 ", AED822.33 , AED274.58 , AED5.29 ,North America,5,Credit Card,Yes
O1223,12/08/2023,C382,27,Female,Clothing,Laptops,P4645,6, AED110.94 , AED0.06 , AED625.70 , AED345.90 , AED279.80 , AED17.09 ,Europe,3,Cash,Yes
O1224,13/08/2023,C732,22,Female,Electronics,Smartphones,P8081,5, AED476.53 , AED0.17 ," AED1,977.60 "," AED1,587.01 ", AED390.59 , AED6.62 ,North America,1,Cash,No
O1225,14/08/2023,C727,40,Male,Electronics,T-shirts,P3891,6, AED177.51 , AED0.19 , AED862.70 , AED526.57 , AED336.13 , AED19.80 ,Europe,1,Credit Card,Yes
O1226,15/08/2023,C844,27,Female,Groceries,Smartphones,P4516,4, AED493.04 , AED0.09 ," AED1,794.67 "," AED1,546.97 ", AED247.69 , AED14.29 ,Europe,1,PayPal,No
O1227,16/08/2023,C358,61,Female,Clothing,Vegetables,P4340,6, AED420.92 , AED0.14 ," AED2,171.95 "," AED1,796.50 ", AED375.44 , AED14.76 ,Asia,1,PayPal,No
O1228,17/08/2023,C458,19,Male,Groceries,Smartphones,P7410,7, AED406.20 , AED0.08 ," AED2,615.93 "," AED1,670.29 ", AED945.64 , AED7.98 ,North America,4,PayPal,No
O1229,18/08/2023,C809,30,Female,Clothing,Fruits,P1053,9, AED165.77 , AED0.11 ," AED1,327.82 "," AED1,092.92 ", AED234.90 , AED8.60 ,North America,5,PayPal,Yes
O1230,19/08/2023,C555,57,Female,Groceries,Smartphones,P3575,7, AED14.30 , AED0.05 , AED95.10 , AED61.10 , AED33.99 , AED14.89 ,North America,2,Cash,Yes
O1231,20/08/2023,C510,19,Female,Electronics,Fruits,P1615,6, AED197.25 , AED0.27 , AED863.96 , AED466.86 , AED397.09 , AED18.65 ,Asia,5,PayPal,No
O1232,21/08/2023,C748,37,Female,Clothing,Fruits,P6944,1, AED157.89 , AED-   , AED157.89 , AED139.69 , AED18.20 , AED19.74 ,Asia,1,PayPal,Yes
O1233,22/08/2023,C417,18,Male,Groceries,Fruits,P8404,2, AED28.32 , AED0.26 , AED41.91 , AED31.90 , AED10.02 , AED7.97 ,Europe,4,Credit Card,No
O1234,23/08/2023,C776,54,Female,Electronics,Vegetables,P1954,1, AED257.63 , AED0.17 , AED213.83 , AED145.93 , AED67.90 , AED7.01 ,Europe,4,PayPal,Yes
O1235,24/08/2023,C324,26,Female,Electronics,Smartphones,P2629,9, AED207.49 , AED0.10 ," AED1,680.67 "," AED1,107.74 ", AED572.92 , AED5.85 ,Europe,1,Cash,Yes
O1236,25/08/2023,C918,34,Male,Groceries,Smartphones,P7859,9, AED320.93 , AED0.22 ," AED2,252.93 "," AED1,419.08 ", AED833.85 , AED18.02 ,Asia,4,PayPal,Yes
O1237,26/08/2023,C333,26,Female,Clothing,Vegetables,P9841,7, AED314.38 , AED0.15 ," AED1,870.56 "," AED1,669.62 ", AED200.94 , AED9.42 ,Asia,1,PayPal,No
O1238,27/08/2023,C783,28,Male,Clothing,T-shirts,P4278,2, AED69.17 , AED0.15 , AED117.59 , AED65.13 , AED52.46 , AED5.03 ,Asia,5,Cash,No
O1239,28/08/2023,C763,32,Female,Electronics,Laptops,P6455,6, AED488.71 , AED0.03 ," AED2,844.29 "," AED1,780.31 "," AED1,063.99 ", AED8.36 ,Europe,3,Credit Card,No
O1240,29/08/2023,C926,41,Male,Clothing,Smartphones,P4801,4, AED101.60 , AED0.12 , AED357.63 , AED248.27 , AED109.36 , AED10.11 ,Asia,4,Cash,Yes
O1241,30/08/2023,C473,55,Male,Clothing,Laptops,P3561,1, AED228.18 , AED0.07 , AED212.21 , AED146.68 , AED65.53 , AED19.86 ,Europe,1,Credit Card,No
O1242,31/08/2023,C771,52,Male,Clothing,Vegetables,P7539,1, AED249.18 , AED-   , AED249.18 , AED171.57 , AED77.61 , AED12.85 ,Europe,1,PayPal,No
O1243,01/09/2023,C707,47,Male,Electronics,T-shirts,P1370,5, AED408.40 , AED0.11 ," AED1,817.38 "," AED1,036.48 ", AED780.90 , AED8.07 ,North America,4,Credit Card,No
O1244,02/09/2023,C571,48,Female,Groceries,T-shirts,P1857,2, AED58.62 , AED0.03 , AED113.72 , AED63.45 , AED50.27 , AED10.02 ,North America,2,Credit Card,No
O1245,03/09/2023,C332,66,Male,Clothing,T-shirts,P5886,4, AED220.04 , AED0.08 , AED809.75 , AED487.39 , AED322.35 , AED9.95 ,North America,1,Credit Card,Yes
O1246,04/09/2023,C791,22,Female,Electronics,Vegetables,P8485,1, AED317.97 , AED0.03 , AED308.43 , AED267.04 , AED41.39 , AED5.30 ,Europe,4,PayPal,Yes
O1247,05/09/2023,C212,61,Male,Electronics,Fruits,P1383,4, AED115.43 , AED0.03 , AED447.87 , AED244.19 , AED203.68 , AED7.03 ,North America,1,Credit Card,No
O1248,06/09/2023,C929,67,Male,Groceries,Fruits,P5334,6, AED317.46 , AED0.06 ," AED1,790.47 "," AED1,437.70 ", AED352.78 , AED15.43 ,North America,2,Credit Card,Yes
O1249,07/09/2023,C596,31,Male,Clothing,Laptops,P5290,4, AED462.60 , AED0.30 ," AED1,295.28 "," AED1,040.13 ", AED255.15 , AED6.80 ,North America,3,PayPal,Yes
O1250,08/09/2023,C541,28,Female,Clothing,Fruits,P3725,1, AED498.78 , AED-   , AED498.78 , AED410.95 , AED87.83 , AED8.46 ,Asia,2,Cash,Yes
O1251,09/09/2023,C663,26,Male,Groceries,Fruits,P7204,7, AED25.90 , AED0.19 , AED146.85 , AED125.51 , AED21.35 , AED10.26 ,Europe,5,Cash,Yes
O1252,10/09/2023,C367,51,Female,Groceries,T-shirts,P7111,2, AED125.44 , AED0.04 , AED240.84 , AED145.76 , AED95.08 , AED16.37 ,North America,4,Cash,Yes
O1253,11/09/2023,C609,29,Female,Electronics,T-shirts,P5251,9, AED162.05 , AED0.28 ," AED1,050.08 ", AED619.36 , AED430.72 , AED13.74 ,Asia,2,PayPal,No
O1254,12/09/2023,C906,52,Female,Electronics,Laptops,P1922,3, AED205.57 , AED0.03 , AED598.21 , AED410.49 , AED187.72 , AED15.33 ,Asia,3,PayPal,Yes
O1255,13/09/2023,C485,52,Female,Groceries,Smartphones,P3915,8, AED128.71 , AED0.29 , AED731.07 , AED443.06 , AED288.02 , AED13.51 ,Asia,1,Cash,No
O1256,14/09/2023,C486,18,Female,Clothing,Laptops,P8957,8, AED109.71 , AED0.18 , AED719.70 , AED571.24 , AED148.46 , AED15.25 ,North America,4,Credit Card,No
O1257,15/09/2023,C212,57,Female,Electronics,Laptops,P4046,3, AED477.73 , AED-   ," AED1,433.19 "," AED1,081.16 ", AED352.03 , AED5.04 ,Asia,2,Cash,No
O1258,16/09/2023,C712,39,Female,Electronics,Vegetables,P2230,4, AED460.08 , AED0.27 ," AED1,343.43 "," AED1,141.91 ", AED201.52 , AED18.96 ,Europe,3,PayPal,Yes
O1259,17/09/2023,C724,46,Female,Clothing,Vegetables,P8647,2, AED33.03 , AED0.16 , AED55.49 , AED29.58 , AED25.91 , AED6.66 ,Asia,2,Credit Card,Yes
O1260,18/09/2023,C180,25,Female,Electronics,Laptops,P5933,4, AED176.02 , AED0.08 , AED647.75 , AED560.98 , AED86.78 , AED11.09 ,Asia,5,Credit Card,Yes
O1261,19/09/2023,C798,28,Male,Clothing,Laptops,P4940,9, AED208.52 , AED0.23 ," AED1,445.04 ", AED892.08 , AED552.96 , AED16.57 ,Asia,4,PayPal,Yes
O1262,20/09/2023,C212,58,Male,Clothing,Laptops,P7483,2, AED127.12 , AED0.28 , AED183.05 , AED127.46 , AED55.60 , AED11.53 ,Asia,1,Credit Card,No
O1263,21/09/2023,C101,54,Male,Clothing,Fruits,P1203,3, AED318.15 , AED0.15 , AED811.28 , AED547.98 , AED263.31 , AED19.20 ,Europe,3,Cash,No
O1264,22/09/2023,C741,31,Male,Groceries,Vegetables,P1160,4, AED323.79 , AED0.09 ," AED1,178.60 ", AED947.74 , AED230.86 , AED12.01 ,North America,2,PayPal,No
O1265,23/09/2023,C319,47,Male,Groceries,Laptops,P9960,5, AED426.75 , AED0.24 ," AED1,621.65 "," AED1,083.48 ", AED538.17 , AED18.12 ,Europe,4,PayPal,Yes
O1266,24/09/2023,C665,52,Female,Groceries,T-shirts,P4748,1, AED373.03 , AED0.20 , AED298.42 , AED261.84 , AED36.58 , AED17.16 ,Europe,2,PayPal,No
O1267,25/09/2023,C954,38,Female,Clothing,T-shirts,P7718,7, AED275.86 , AED0.27 ," AED1,409.64 "," AED1,213.72 ", AED195.92 , AED19.71 ,North America,4,PayPal,No
O1268,26/09/2023,C835,54,Female,Clothing,Fruits,P3581,7, AED330.26 , AED0.21 ," AED1,826.34 "," AED1,550.31 ", AED276.02 , AED18.90 ,Asia,5,Credit Card,No
O1269,27/09/2023,C324,22,Female,Groceries,Fruits,P2093,9, AED144.25 , AED0.07 ," AED1,207.37 ", AED638.10 , AED569.27 , AED18.47 ,North America,2,PayPal,Yes
O1270,28/09/2023,C484,36,Female,Electronics,Smartphones,P5500,4, AED300.60 , AED0.28 , AED865.73 , AED728.69 , AED137.04 , AED15.97 ,North America,5,PayPal,No
O1271,29/09/2023,C502,31,Female,Clothing,Smartphones,P9799,6, AED249.72 , AED0.03 ," AED1,453.37 "," AED1,181.09 ", AED272.28 , AED10.50 ,Europe,3,Credit Card,No
O1272,30/09/2023,C737,43,Female,Electronics,Smartphones,P6710,2, AED75.34 , AED0.08 , AED138.63 , AED75.05 , AED63.57 , AED6.59 ,North America,5,PayPal,Yes
O1273,01/10/2023,C229,21,Male,Electronics,Fruits,P3875,4, AED128.85 , AED0.16 , AED432.94 , AED235.07 , AED197.87 , AED15.33 ,Asia,4,Credit Card,No
O1274,02/10/2023,C152,42,Male,Clothing,Fruits,P4191,2, AED152.93 , AED0.17 , AED253.86 , AED137.20 , AED116.66 , AED19.68 ,Europe,3,Credit Card,Yes
O1275,03/10/2023,C783,62,Male,Clothing,Fruits,P2837,5, AED462.91 , AED-   ," AED2,314.55 "," AED1,167.77 "," AED1,146.78 ", AED15.90 ,Asia,2,PayPal,No
O1276,04/10/2023,C829,59,Male,Electronics,T-shirts,P1689,7, AED122.89 , AED0.23 , AED662.38 , AED476.55 , AED185.83 , AED18.93 ,Europe,2,Cash,Yes
O1277,05/10/2023,C771,42,Female,Electronics,Fruits,P4759,1, AED151.73 , AED0.11 , AED135.04 , AED120.10 , AED14.94 , AED17.06 ,Asia,4,PayPal,Yes
O1278,06/10/2023,C809,35,Female,Groceries,T-shirts,P3103,7, AED190.98 , AED0.12 ," AED1,176.44 ", AED794.65 , AED381.78 , AED7.45 ,North America,1,Cash,Yes
O1279,07/10/2023,C515,57,Female,Groceries,Smartphones,P1365,6, AED335.23 , AED0.24 ," AED1,528.65 "," AED1,094.98 ", AED433.67 , AED8.74 ,North America,1,Credit Card,No
O1280,08/10/2023,C346,25,Male,Clothing,Smartphones,P9092,6, AED67.94 , AED0.11 , AED362.80 , AED321.87 , AED40.93 , AED10.13 ,North America,2,Cash,No
O1281,09/10/2023,C935,56,Female,Groceries,Smartphones,P5172,8, AED477.43 , AED0.01 ," AED3,781.25 "," AED2,276.59 "," AED1,504.66 ", AED7.52 ,Asia,4,PayPal,Yes
O1282,10/10/2023,C538,57,Female,Groceries,Laptops,P7033,8, AED434.13 , AED0.05 ," AED3,299.39 "," AED2,782.66 ", AED516.72 , AED13.72 ,Europe,1,PayPal,Yes
O1283,11/10/2023,C302,31,Female,Groceries,Laptops,P3378,6, AED292.84 , AED0.29 ," AED1,247.50 ", AED896.40 , AED351.10 , AED19.63 ,Europe,5,Cash,Yes
O1284,12/10/2023,C283,49,Male,Groceries,Vegetables,P2205,3, AED340.28 , AED0.02 ," AED1,000.42 ", AED728.10 , AED272.32 , AED16.42 ,Europe,2,PayPal,Yes
